listing_id,district,latitude,longitude,area_m2,bedrooms,bathrooms,floor,has_parking,has_elevator,is_furnished,building_age_years,dist_to_station_km,posted_date,price_pen
LIM-01004,Miraflores,-12.115260812027017,-77.01700286697177,126.2,3,2,4,True,False,False,15,0.441,2026-07-07,10150.0
LIM-01005,Jesús María,-12.079868396310896,-77.05123356450036,65.2,1,1,5,True,False,True,13,3.464,2026-05-26,3300.0
LIM-01006,La Molina,-12.064197752435872,-76.97343752040834,53.2,2,1,9,False,False,False,36,4.438,2026-07-19,2350.0
LIM-01007,San Martín de Porres,-11.993834856813459,-77.08178553513628,49.7,1,1,5,False,False,False,19,2.49,2026-03-18,1100.0
LIM-01008,Surco (Santiago de Surco),-12.128623399098354,-76.98935515238168,56.7,2,2,8,True,False,False,10,2.785,2026-05-01,3100.0
LIM-01009,Pueblo Libre,-12.05249339102186,-77.05421899375702,90.8,2,2,2,True,False,True,13,1.959,2026-06-28,4600.0
LIM-01010,Magdalena del Mar,-12.100888739502935,-77.08626754997702,158.4,4,3,10,False,True,False,2,7.662,2026-06-27,9200.0
LIM-01011,Lince,-12.086161182517309,-77.03653761343367,35.4,1,1,7,False,True,False,27,2.658,2026-02-12,1350.0
LIM-01012,Jesús María,-12.08863986674826,-77.03727711283018,1259.6,2,2,4,True,False,True,17,2.838,2026-07-31,3350.0
LIM-01013,Magdalena del Mar,-12.097568205667043,-77.07641998345696,80.3,3,3,10,True,False,False,9,6.66,2026-05-05,4450.0
LIM-01014,Callao,-12.074467130287223,-77.13644485592754,139.4,4,2,2,False,False,False,17,11.173,2026-03-26,4950.0
LIM-01015,Surco (Santiago de Surco),-12.126025807749683,-76.98014834388457,73.8,2,1,8,False,True,True,19,3.767,2026-03-31,4200.0
LIM-01016,Miraflores,-12.11606003899916,-77.03196933226852,90.6,2,1,7,False,False,False,14,1.984,2026-07-27,4250.0
LIM-01017,Lince,-12.088424831684463,-77.02020537467382,62.8,2,2,5,True,False,False,14,1.319,2026-02-18,2950.0
LIM-01018,Chorrillos,-12.175905084493813,-77.0348454803504,188.9,5,3,6,False,True,True,3,1.9,2026-03-08,7100.0
LIM-01019,San Isidro,-12.088062403017734,-77.03815184097107,89.0,3,2,10,True,True,False,17,2.899,2026-04-25,7300.0
LIM-01020,Magdalena del Mar,-12.109129553042678,-77.06958316771588,87.4,3,2,6,True,True,False,17,6.139,2026-06-24,4300.0
LIM-01021,Los Olivos,-11.96644998559057,-77.07254573833801,90.4,3,2,2,True,False,False,25,1.223,2026-02-21,2100.0
LIM-01022,San Miguel,-12.069005882322497,-77.10699607442785,68.3,2,1,3,True,False,False,22,7.917,2026-02-12,3300.0
LIM-01023,Comas,-11.964387288928886,-77.09064163968212,128.7,4,3,2,True,False,True,9,3.137,2026-06-27,3800.0
LIM-01024,San Borja,-12.100080743931576,-76.98032081844596,62.1,2,2,12,False,True,False,15,3.042,2026-05-22,4200.0
LIM-01025,Lince,-12.10518874955914,-77.03032354157718,35.8,1,1,16,False,True,False,15,2.202,2026-03-03,1350.0
LIM-01026,Surco (Santiago de Surco),-12.136411133806218,-76.98099838736651,90.5,2,2,4,False,False,False,20,3.783,2026-04-21,4150.0
LIM-01027,Callao,-12.070560693249142,-77.10695597080768,110.3,4,2,10,False,True,False,9,7.955,2026-05-10,3500.0
LIM-01028,Surco (Santiago de Surco),-12.117825041048519,-76.98783783808656,78.9,3,2,4,False,False,False,17,2.634,2026-06-15,3150.0
LIM-01029,San Miguel,-12.09128545264983,-77.09665604826176,82.8,2,1,7,True,True,True,25,7.868,2026-06-28,5200.0
LIM-01030,La Molina,-12.106602278703585,-76.93932279689233,74.4,2,1,4,False,False,False,13,7.499,2026-08-03,4250.0
LIM-01031,Jesús María,-12.071999774300846,-77.03180955664355,112.4,2,1,11,True,True,False,13,1.679,2026-04-26,5750.0
LIM-01032,Pueblo Libre,-12.078564435760251,-77.06210386886072,92.4,2,1,9,False,False,False,5,4.05,2026-03-15,3500.0
LIM-01033,San Borja,-12.126355262743967,-76.9757795874672,90.6,3,2,13,True,False,False,21,4.214,2026-03-09,5450.0
LIM-01034,San Martín de Porres,-11.992590217610143,-77.0985930626376,95.0,2,2,3,False,True,True,11,4.319,2026-06-16,2100.0
LIM-01035,La Molina,-12.110697988749397,-76.96448290333515,70.4,1,1,4,True,False,True,10,5.015,2026-04-24,4500.0
LIM-01036,Lince,-12.097534891670998,-77.02144309742576,44.2,2,1,10,False,True,True,13,1.184,2026-04-30,2700.0
LIM-01037,Surco (Santiago de Surco),-12.14190261924505,-77.00482491523826,91.4,3,2,6,False,True,True,6,1.182,2026-06-15,4650.0
LIM-01038,La Molina,-12.077173331294139,-76.92067995695486,129.7,3,3,6,True,True,False,22,9.359,2026-03-24,6850.0
LIM-01039,Magdalena del Mar,-12.079954379595842,-77.0596519035452,93.4,3,3,5,False,True,False,18,3.986,2026-05-31,4000.0
LIM-01040,Miraflores,-12.10786661303207,-77.0103491419189,66.8,2,2,8,True,False,False,14,0.206,2026-07-24,6600.0
LIM-01041,Miraflores,-12.122939285485547,-77.01878676433338,95.2,3,2,14,True,True,False,9,0.531,2026-04-22,8850.0
LIM-01042,Lince,-12.114227698937542,-77.04435900348405,107.1,3,2,4,False,True,False,14,3.345,2026-07-16,4350.0
LIM-01043,Lince,-12.080409763745378,-77.05321209920162,66.1,2,2,4,False,False,False,15,3.622,2026-08-10,2750.0
LIM-01044,Lince,-12.067453115129306,-77.01535646396972,75.1,3,2,4,False,False,False,32,0.196,2026-06-06,3200.0
LIM-01045,San Isidro,-12.082394515106238,-77.05469481847214,79.5,2,2,9,False,False,False,33,3.895,2026-04-27,4650.0
LIM-01046,Surco (Santiago de Surco),-12.129444611883075,-76.97598137174728,91.2,2,2,12,True,False,False,8,4.241,2026-05-18,4350.0
LIM-01047,Miraflores,-12.135374033172061,-77.02136462287724,79.2,3,3,6,False,True,True,8,0.637,2026-05-11,6950.0
LIM-01048,San Miguel,-12.083703684043542,-77.09371503184583,134.5,4,2,4,False,True,False,25,7.157,2026-02-23,4350.0
LIM-01049,Chorrillos,-12.151494227215052,-77.01279542778798,109.9,3,1,11,True,False,False,8,0.404,2026-06-23,4250.0
LIM-01050,Barranco,-12.16640075441597,-77.0158165087746,91.2,2,1,6,True,False,False,20,0.506,2026-06-08,5300.0
LIM-01051,Lince,-12.098874094737806,-77.03572892466305,58.8,1,1,6,False,True,False,19,2.743,2026-03-26,2450.0
LIM-01052,Miraflores,-12.109789381386017,-77.01229175318096,56.3,1,1,19,False,True,True,8,0.184,2026-03-20,4800.0
LIM-01053,Surco (Santiago de Surco),-12.140173910937666,-76.97830318967281,107.6,2,1,6,False,True,False,14,4.07,2026-03-25,5650.0
LIM-01054,Miraflores,-12.135281061466456,-77.02753208837814,111.7,3,3,20,True,True,False,4,1.295,2026-06-22,9900.0
LIM-01055,Surco (Santiago de Surco),-12.116664345855323,-77.00219993264041,164.9,5,4,4,False,True,False,17,1.197,2026-07-14,7000.0
LIM-01056,Lince,-12.079567328262259,-77.01762855146714,31.0,1,1,17,False,False,False,16,0.476,2026-05-06,1250.0
LIM-01057,San Martín de Porres,-12.003481613972527,-77.10487072456166,196.9,5,3,3,False,False,False,13,5.012,2026-08-01,5550.0
LIM-01058,Miraflores,-12.134849298030794,-77.02407328871585,85.7,2,2,3,True,True,False,9,0.916,2026-06-06,8400.0
LIM-01059,San Borja,-12.083731121233681,-76.98972509870148,120.4,3,2,3,True,False,True,27,1.854,2026-05-19,8850.0
LIM-01060,Pueblo Libre,-12.07389342182496,-77.07304022201734,43.0,1,1,4,False,False,False,6,4.665,2026-03-05,2050.0
LIM-01061,Callao,-12.039832063250365,-77.10641457415075,78.8,2,2,5,True,False,False,16,6.966,2026-03-15,2250.0
LIM-01062,Jesús María,-12.062876397464688,-77.04931663033581,104.1,3,2,6,True,False,False,10,1.842,2026-05-27,6150.0
LIM-01063,Barranco,-12.155650818739959,-77.02794840146339,48.1,2,2,15,False,True,False,10,1.339,2026-05-20,4150.0
LIM-01064,Jesús María,-12.079755293379877,-77.03744131992404,31.7,1,1,8,False,False,False,18,2.601,2026-05-01,1500.0
LIM-01065,Surco (Santiago de Surco),-12.117644221224793,-77.00802821314437,105.8,3,2,6,False,True,True,33,0.628,2026-06-11,6000.0
LIM-01066,Ate,-12.028849792008561,-76.90556967996123,90.5,3,2,4,False,False,True,2,10.589,2026-03-09,2850.0
LIM-01067,La Molina,-12.10932299171345,-76.96898815456584,174.5,5,4,6,False,True,False,13,4.524,2026-08-10,7750.0
LIM-01068,Lince,-12.078502636868214,-77.02987154663923,64.6,2,1,8,False,False,False,24,1.771,2026-02-28,2350.0
LIM-01069,San Isidro,-12.098654577656685,-77.03617387252544,82.7,3,2,7,True,False,False,5,2.788,2026-06-18,5100.0
LIM-01070,La Molina,-12.099199877955263,-76.95167634920239,137.5,4,3,9,False,False,False,31,6.004,2026-04-16,6500.0
LIM-01071,Los Olivos,-11.965759046863393,-77.06682450158533,122.5,3,2,4,True,False,True,3,0.824,2026-05-16,4200.0
LIM-01072,Jesús María,-12.089795161491837,-77.04995484155242,63.8,2,1,5,True,True,False,9,4.168,2026-06-02,2500.0
LIM-01073,Magdalena del Mar,-12.101097464255753,-77.06304365247233,105.5,3,2,12,True,True,False,5,5.663,2026-06-24,6200.0
LIM-01074,Callao,-12.06618168479324,-77.11137818813435,71.9,2,1,11,False,True,False,7,8.317,2026-02-20,1800.0
LIM-01075,Chorrillos,-12.180697495169872,-77.01266766920551,82.4,2,2,5,True,False,False,29,0.605,2026-03-04,2800.0
LIM-01076,Surco (Santiago de Surco),-12.135857741923944,-76.99149766555728,117.7,3,2,6,True,False,False,5,2.64,2026-03-02,7000.0
LIM-01077,San Borja,-12.120486799942865,-77.00426599747856,117.9,3,2,6,True,False,True,13,1.082,2026-03-21,6850.0
LIM-01078,Magdalena del Mar,-12.07662185165352,-77.07932164259971,86.4,2,1,5,False,False,False,8,5.407,2026-06-10,4300.0
LIM-01079,Jesús María,-12.067680601199271,-77.04602140991736,56.6,1,1,1,True,False,True,18,2.007,2026-07-06,2800.0
LIM-01080,Surco (Santiago de Surco),-12.113465243659416,-76.99708031384529,52.2,1,1,9,False,True,False,12,1.528,2026-05-03,2800.0
LIM-01081,Barranco,-12.151320959628936,-77.00806256603481,65.9,2,2,10,True,False,False,12,0.917,2026-03-24,4150.0
LIM-01082,San Martín de Porres,-12.005485479547566,-77.07947859772548,122.8,3,1,4,False,False,True,7,2.378,2026-06-20,
LIM-01083,San Martín de Porres,-11.977799012626084,-77.0760884007061,103.9,3,2,7,False,False,False,29,1.568,2026-04-14,2450.0
LIM-01084,Chorrillos,-12.181636716878488,-77.03493220720675,88.6,2,2,2,True,False,False,16,1.937,2026-06-07,3200.0
LIM-01085,Ate,-12.04853950426387,-76.90468123673527,91.8,2,2,1,False,False,False,15,11.581,2026-04-14,2000.0
LIM-01086,San Miguel,-12.068759431074033,-77.09977408312409,86.1,2,1,4,False,False,False,19,7.148,2026-04-20,2450.0
LIM-01087,San Miguel,-12.092252709699569,-77.10531184298756,56.7,2,1,8,False,True,True,7,8.724,2026-07-19,2600.0
LIM-01088,San Miguel,-12.068864463782477,-77.07304576789065,100.1,3,2,6,True,False,False,23,4.405,2026-05-24,4300.0
LIM-01089,Magdalena del Mar,-12.088499835206024,-77.0673285417308,102.3,5,3,6,False,False,True,16,5.251,2026-02-23,5300.0
LIM-01090,Magdalena del Mar,-12.080268096183545,-77.0639748513733,69.6,2,1,15,True,False,False,18,4.327,2026-06-24,2800.0
LIM-01091,Barranco,-12.138719465963879,-77.01594604580511,80.5,3,2,15,False,False,False,0,0.366,2026-03-25,5450.0
LIM-01092,Lince,-12.06950025976547,-77.03441780955085,39.3,1,1,9,True,False,False,11,1.614,2026-05-07,1950.0
LIM-01093,Surco (Santiago de Surco),-12.136325062806101,-76.99835524809669,100.6,3,2,6,False,True,False,10,1.905,2026-03-19,5900.0
LIM-01094,Barranco,-12.159752043824485,-77.01205067777452,67.1,3,2,20,False,True,False,15,0.593,2026-06-23,4850.0
LIM-01095,Jesús María,-12.048280175031,-77.03540977149315,119.7,4,3,3,True,True,False,27,0.312,2026-07-22,7150.0
LIM-01096,La Molina,-12.105120347386263,-76.9460182049751,103.2,2,2,12,False,True,True,8,6.753,2026-04-08,5550.0
LIM-01097,Barranco,-12.166518156946486,-76.9965294856236,92.4,2,2,14,False,True,False,15,2.281,2026-07-16,6200.0
LIM-01098,Surquillo,-12.107918463513894,-77.01986782259652,57.4,2,1,4,False,True,False,17,1.027,2026-03-23,2200.0
LIM-01099,Chorrillos,-12.15520016742187,-77.03482810133869,39.5,1,1,11,False,True,False,13,2.041,2026-07-04,1300.0
LIM-01100,Miraflores,-12.11882538984903,-77.05005827289192,69.8,1,1,5,True,False,True,9,3.909,2026-05-15,4500.0
LIM-01101,San Isidro,-12.085208355603575,-77.05695330441455,90.5,3,2,12,True,True,False,4,4.29,2026-06-11,7900.0
LIM-01102,Surco (Santiago de Surco),-12.158949632729664,-76.99996574151088,99.7,2,1,11,True,True,False,2,1.882,2026-05-30,7350.0
LIM-01103,Surquillo,-12.120694539546173,-77.02028421625336,68.5,2,2,7,False,False,True,9,0.78,2026-05-13,3300.0
LIM-01104,Chorrillos,-12.197187373685718,-77.00990880434784,69.7,2,1,2,False,False,False,9,2.288,2026-04-12,2200.0
LIM-01105,Miraflores,-12.111735068501256,-77.02974329642304,67.6,2,1,14,True,False,False,13,1.856,2026-07-11,4350.0
LIM-01106,San Miguel,-12.095966775919068,-77.08267954758439,54.4,1,1,11,False,True,True,28,7.001,2026-06-01,2350.0
LIM-01107,Miraflores,-12.136433826152391,-77.02886128600852,39.6,2,1,10,True,False,False,10,1.458,2026-08-02,3750.0
LIM-01108,La Molina,-12.080631697540463,-76.94503774288648,106.3,3,2,3,False,False,False,3,6.683,2026-02-13,6150.0
LIM-01109,Comas,-11.930258107775787,-77.0689301784881,74.8,3,2,4,False,False,False,13,4.699,2026-03-04,1400.0
LIM-01110,Miraflores,-12.12300761729875,-77.01232893847522,106.0,3,2,7,True,False,True,2,0.402,2026-03-14,9200.0
LIM-01111,Miraflores,-12.114257929950698,-77.04777781155893,37.3,2,1,10,True,True,True,2,3.714,2026-02-18,2900.0
LIM-01112,La Molina,-12.080346541997523,-76.94158427651143,120.7,3,2,10,False,False,True,5,7.059,2026-05-10,9900.0
LIM-01113,Jesús María,-12.07618512231331,-77.051179805541,157.7,5,4,3,True,False,False,6,3.106,2026-07-14,9000.0
LIM-01114,Callao,-12.069736465794634,-77.10871894482995,80.2,3,2,10,False,False,False,9,8.118,2026-05-14,2450.0
LIM-01115,Comas ,-11.936221303117383,-77.06224995281387,94.9,3,2,3,False,False,True,19,3.99,2026-05-09,2400.0
LIM-01116,San Isidro,-12.0898428517107,-77.0365962755326,97.4,3,2,11,False,True,True,8,2.831,2026-05-10,9700.0
LIM-01117,Miraflores,-12.110371707162917,-77.03259967546771,88.1,2,1,7,False,True,False,13,2.2,2026-07-08,5500.0
LIM-01118,Surquillo,-12.110955202911052,-77.00078092315042,57.0,1,1,8,True,False,False,22,1.077,2026-05-10,1900.0
LIM-01119,Surco (Santiago de Surco),-12.149021998961752,-76.99497112937928,68.8,2,2,15,True,True,False,41,2.353,2026-04-28,2900.0
LIM-01120,Los Olivos,-11.960615918063569,-77.04786418546064,108.4,3,2,3,True,False,False,7,2.075,2026-07-24,3450.0
LIM-01121,Lince,-12.085116572962741,-77.03003303502047,36.9,1,1,8,False,False,True,9,1.959,2026-06-15,1650.0
LIM-01122,Miraflores,-12.126892849331881,-77.02913888191043,97.9,3,2,7,True,True,True,13,1.564,2026-05-30,8250.0
LIM-01123,Surquillo,-12.118235630046323,-77.01924392351825,57.3,2,1,8,False,True,False,12,0.595,2026-02-22,
LIM-01124,Miraflores,-12.129383086140685,-77.02262903720377,75.1,3,1,10,False,False,False,11,0.905,2026-06-26,4200.0
LIM-01125,La Molina,-12.076133874653747,-76.95226072047488,93.0,3,3,11,False,False,False,8,6.005,2026-03-24,4350.0
LIM-01126,San Borja,-12.12531737680296,-76.99685109121152,142.3,3,2,9,False,False,True,3,1.952,2026-05-29,11450.0
LIM-01127,San Borja,-12.120221831217677,-76.99850235583071,97.5,2,2,20,False,True,False,11,1.687,2026-06-08,6750.0
LIM-01128,Lince,-12.08904527461606,-77.02939702760881,61.3,2,2,5,False,True,False,8,2.118,2026-06-18,3500.0
LIM-01129,Lince,-12.065734989821133,-77.02909963608485,60.8,2,2,3,False,True,True,9,0.928,2026-05-29,3100.0
LIM-01130,Comas,-11.930348633410885,-77.05717606143779,90.6,2,2,2,True,False,False,13,4.684,2026-02-27,2150.0
LIM-01131,Comas,-11.962690089638967,-77.06086114304591,204.6,5,4,3,True,True,False,28,1.07,2026-03-03,6100.0
LIM-01132,San Borja,-12.09208383493497,-76.9797726780918,59.0,1,1,7,False,False,False,4,2.861,2026-07-15,2700.0
LIM-01133,Miraflores,-12.104906957396196,-77.0243291742058,106.1,3,2,8,False,False,False,10,1.585,2026-05-15,7450.0
LIM-01134,Pueblo Libre,-12.087688099912272,-77.03182816453969,90.0,2,2,7,True,False,False,4,2.261,2026-03-09,4550.0
LIM-01135,Ate,-12.076657499247158,-76.91540178309721,150.6,4,3,1,False,True,False,23,9.935,2026-07-10,3450.0
LIM-01136,Surco (Santiago de Surco),-12.135866659468167,-76.98349304049054,116.2,3,2,6,True,False,False,21,3.508,2026-05-08,6850.0
LIM-01137,Magdalena del Mar,-12.082030907088402,-77.08441259050049,78.1,3,2,5,False,True,False,29,6.192,2026-06-01,3350.0
LIM-01138,La Molina,-12.067704856362397,-76.92839052893626,152.5,4,3,11,False,True,False,16,8.754,2026-03-31,7050.0
LIM-01139,San Isidro,-12.107649927172336,-77.04515140724129,91.5,2,2,7,False,True,False,1,3.587,2026-02-21,7450.0
LIM-01140,Lince,-12.064076250744044,-77.02782946378453,86.6,2,1,4,False,False,True,15,0.699,2026-03-10,3600.0
LIM-01141,Surco (Santiago de Surco),-12.1617351887498,-76.99817312641878,150.0,4,4,7,True,False,True,42,2.047,2026-03-26,10350.0
LIM-01142,Surquillo,-12.119116607365951,-77.01207590643459,67.0,2,1,9,False,False,False,9,0.245,2026-06-16,3050.0
LIM-01143,Surquillo,-12.119706528030589,-77.02031755484245,56.7,2,2,1,False,False,False,7,0.743,2026-07-16,2500.0
LIM-01144,Surquillo,-12.100871955700908,-77.02697103472705,52.9,1,1,8,False,False,False,8,1.857,2026-07-12,2200.0
LIM-01145,La Molina,-12.071220370408723,-76.94845910747758,127.1,4,4,9,False,True,False,17,6.551,2026-03-31,8200.0
LIM-01146,Surco (Santiago de Surco),-12.123549316134799,-76.9765010385103,71.7,2,1,7,False,False,False,6,4.014,2026-03-01,4850.0
LIM-01147,San Miguel,-12.093606600584952,-77.08719268477793,69.7,3,3,6,True,False,False,22,7.193,2026-05-10,2800.0
LIM-01148,Surquillo,-12.104348571618413,-77.03296620035854,47.7,1,1,10,False,True,False,2,2.503,2026-06-28,1950.0
LIM-01149,San Borja,-12.102191496376879,-76.98545540758512,105.9,2,1,6,True,False,False,29,2.663,2026-02-20,5550.0
LIM-01150,Los Olivos,-11.988954812623355,-77.08219817016393,69.2,2,2,2,False,False,False,9,2.676,2026-06-28,2050.0
LIM-01151,Miraflores,-12.14590416594562,-77.0204796885433,49.7,1,1,12,False,False,False,20,0.677,2026-07-24,3500.0
LIM-01152,Los Olivos,-11.95644412851975,-77.06486201822885,61.7,1,1,6,True,False,False,8,1.754,2026-05-20,2400.0
LIM-01153,Miraflores,-12.123261191611752,-77.02200427440498,62.5,2,2,3,False,False,True,7,0.829,2026-05-11,6500.0
LIM-01154,Miraflores,-12.13652218510946,-77.00716173000598,64.3,2,2,19,True,True,False,10,0.973,2026-07-18,5350.0
LIM-01155,San Borja,-12.110798063144506,-77.00854369109882,97.5,3,2,9,True,False,False,20,0.255,2026-03-01,7150.0
LIM-01156,San Isidro,-12.092831507026643,-77.02937046268936,80.7,3,3,7,False,False,False,8,2.057,2026-06-10,5500.0
LIM-01157,San Isidro,-12.098194213520012,-77.02158493665081,95.7,2,2,13,True,True,False,18,1.213,2026-06-28,9050.0
LIM-01158,San Isidro,-12.115823833837513,-77.0444201004195,98.2,3,2,12,False,True,False,15,3.335,2026-05-06,10150.0
LIM-01159,Magdalena del Mar,-12.07287331715723,-77.08464904296618,98.9,2,1,5,True,True,False,29,5.739,2026-07-17,2850.0
LIM-01160,San Miguel,-12.065349384372146,-77.09624625046527,42.4,1,1,6,False,False,True,20,6.686,2026-03-09,1900.0
LIM-01161,San Isidro,-12.101224529420083,-77.03280320357013,59.3,1,1,11,True,True,True,4,2.478,2026-06-19,6800.0
LIM-01162,Lince,-12.088641135870828,-77.05022571528752,81.2,3,2,6,False,False,False,11,4.158,2026-07-29,3500.0
LIM-01163,Surquillo,-12.110386151263441,-77.0108831761097,69.5,1,1,5,True,False,False,18,0.082,2026-04-26,
LIM-01164,Miraflores,-12.134655456748884,-77.04630064090094,102.5,2,1,11,False,False,False,5,3.328,2026-02-27,6850.0
LIM-01165,Miraflores,-12.117227882761556,-77.0138800300903,45.8,1,1,10,True,False,False,16,0.053,2026-06-04,4750.0
LIM-01166,Chorrillos,-12.190668789242329,-77.01193479806292,70.4,2,1,4,False,False,False,25,1.533,2026-05-17,2450.0
LIM-01167,Surquillo,-12.11554641060214,-76.99454232153437,59.1,2,2,3,True,False,False,7,1.863,2026-04-09,2650.0
LIM-01168,San Borja,-12.122322857998283,-76.99057459487268,94.9,3,2,8,True,True,False,17,2.577,2026-03-15,4950.0
LIM-01169,Surquillo,-12.12811700778792,-77.02115712541345,65.8,2,1,8,True,True,False,45,0.742,2026-07-21,2300.0
LIM-01170,Miraflores,-12.101351328636582,-77.0389841256226,87.1,3,2,10,True,True,False,12,3.137,2026-03-06,5150.0
LIM-01171,La Molina,-12.086089289268585,-76.94233330730306,106.0,3,2,5,False,True,False,16,6.919,2026-03-03,5500.0
LIM-01172,San Miguel,-12.074911122175187,-77.09316300706173,121.0,3,2,2,False,False,False,14,6.681,2026-05-09,4750.0
LIM-01173,Barranco,-12.173536558332977,-77.00716633158147,120.3,3,2,17,True,True,False,9,1.228,2026-05-04,8350.0
LIM-01174,San Miguel,-12.084564021102253,-77.10394342579626,54.5,2,1,7,True,False,False,8,8.189,2026-03-06,2200.0
LIM-01175,San Borja,-12.102765454575549,-76.97434917599446,91.3,3,2,9,True,True,False,7,3.756,2026-06-23,5800.0
LIM-01176,San Miguel,-12.075070364808631,-77.07750267669941,100.7,3,2,4,False,False,False,4,5.15,2026-07-14,3650.0
LIM-01177,Magdalena del Mar,-12.121348357856244,-77.07814228356308,94.1,3,2,2,True,False,False,6,6.903,2026-08-09,4650.0
LIM-01178,Surco (Santiago de Surco),-12.132514345000114,-76.97342614922836,83.4,3,2,5,True,False,True,25,4.561,2026-03-05,4800.0
LIM-01179,Barranco,-12.145001294357403,-77.03079753714069,75.9,2,2,16,False,True,False,27,1.675,2026-06-30,3500.0
LIM-01180,Barranco,-12.133994856021616,-77.01893292252102,42.2,1,1,4,False,False,True,15,0.352,2026-03-10,3650.0
LIM-01181,San Miguel,-12.08526277342726,-77.10811765261883,77.5,3,2,2,True,False,False,10,8.632,2026-05-14,3100.0
LIM-01182,Miraflores,-12.148004824641628,-77.00724116892438,47.0,1,2,19,False,True,True,4,1.067,2026-05-01,3700.0
LIM-01183,San Isidro,-12.109161249021662,-77.05646864175696,100.0,3,2,7,False,False,False,15,4.735,2026-07-15,8600.0
LIM-01184,Miraflores,-12.134264780466422,-77.04668530035514,52.5,1,1,9,False,False,False,23,3.369,2026-04-17,3850.0
LIM-01185,Miraflores,-12.11225949346664,-77.03701655728473,79.0,2,1,11,True,True,False,28,2.596,2026-03-19,7000.0
LIM-01186,Surquillo,-12.147300839060742,-77.00163211590389,72.0,3,3,15,False,True,True,37,1.639,2026-03-30,3650.0
LIM-01187,La Molina,-12.092180277520871,-76.93374186136705,112.7,4,3,14,False,False,False,6,7.854,2026-03-22,5250.0
LIM-01188,Comas,-11.925890454317072,-77.06053539246125,77.6,2,1,3,False,False,False,33,5.145,2026-02-13,1550.0
LIM-01189,Miraflores,-12.121013450445997,-77.01717288546598,70.1,2,1,7,True,True,True,13,0.52,2026-06-28,7350.0
LIM-01190,Lince,-12.074344198205884,-77.03468496469652,99.2,2,2,3,False,True,True,16,2.062,2026-05-27,5500.0
LIM-01191,Magdalena del Mar,-12.115201580002612,-77.07063085464878,68.1,2,2,8,False,False,False,14,6.181,2026-07-28,2550.0
LIM-01192,La Molina,-12.106023874158476,-76.92537928709213,110.8,2,2,8,False,False,False,8,8.957,2026-05-19,5300.0
LIM-01193,Los Olivos,-11.951653090505857,-77.07445942647846,73.6,2,2,1,False,False,False,17,2.598,2026-04-10,1800.0
LIM-01194,Ate,-12.045185415610913,-76.92519647144925,127.5,4,2,3,False,False,True,5,9.484,2026-06-12,4100.0
LIM-01195,Los Olivos,-11.96766070765349,-77.06585553942807,90.2,3,2,5,False,False,False,30,0.589,2026-03-19,2300.0
LIM-01196,Miraflores,-12.134517833937284,-77.0205167083101,58.7,2,2,12,False,True,False,13,0.528,2026-07-06,5000.0
LIM-01197,Barranco,-12.148190619252597,-77.02007462715426,70.2,2,2,5,True,True,False,1,0.513,2026-03-20,5500.0
LIM-01198,Lince,-12.098851250820081,-77.02125942423552,63.0,1,1,7,False,False,False,45,1.197,2026-06-21,2650.0
LIM-01199,Surco (Santiago de Surco),-12.120757554613132,-76.9974151096348,148.3,5,3,4,False,True,False,14,1.813,2026-06-21,8200.0
LIM-01200,Pueblo Libre,-12.040866031481583,-77.061569447885,73.9,2,1,7,False,False,False,5,3.042,2026-04-11,3250.0
LIM-01201,Jesús María,-12.067792707356016,-77.04450510140924,51.4,2,2,6,False,False,True,22,1.935,2026-05-03,1950.0
LIM-01202,San Borja,-12.115919356625538,-76.99515166754355,105.6,3,2,20,True,False,False,5,1.816,2026-08-03,5850.0
LIM-01203,Surquillo,-12.145103899965935,-76.99814074044853,115.1,3,2,3,True,False,True,7,1.94,2026-04-22,6150.0
LIM-01204,Pueblo Libre,-12.09381356937451,-77.058665325,110.0,3,2,4,False,False,False,10,5.21,2026-04-05,4400.0
LIM-01205,San Isidro,-12.078541658027675,-77.04034682561905,59.7,2,1,5,False,False,True,4,2.799,2026-05-05,4500.0
LIM-01206,San Isidro,-12.109550302119255,-77.0303642195821,78.0,2,2,10,False,True,False,15,2.016,2026-02-21,5150.0
LIM-01207,Jesús María,-12.078050018580239,-77.03689378991676,79.2,4,2,5,False,False,False,6,2.533,2026-07-18,2950.0
LIM-01208,Magdalena del Mar,-12.08763608830505,-77.06640917470177,77.5,3,2,7,True,True,False,26,5.113,2026-06-28,4000.0
LIM-01209,Barranco,-12.131612522407659,-77.01277430914604,79.1,2,1,8,False,False,False,7,0.407,2026-03-15,6950.0
LIM-01210,La Molina,-12.089195043053966,-76.96317660172217,98.5,4,3,19,False,True,False,2,4.645,2026-06-23,4450.0
LIM-01211,San Miguel,-12.082256002435994,-77.12271015140207,58.2,1,1,7,False,False,False,13,9.976,2026-06-15,2300.0
LIM-01212,surquillo,-12.11384054765787,-77.00219682553656,88.1,3,2,9,False,False,True,9,1.023,2026-03-02,3900.0
LIM-01213,Jesús María,-12.081131653799671,-77.04373371064553,55.8,1,1,7,False,False,True,15,3.255,2026-06-26,2650.0
LIM-01214,La Molina,-12.093685830439515,-76.94545892899939,85.1,3,3,8,False,False,False,24,6.592,2026-02-19,4400.0
LIM-01215,Surco (Santiago de Surco),-12.130057438589594,-76.98666824366664,66.2,2,2,7,True,False,False,4,3.096,2026-04-20,3050.0
